entry_id,hospital_name,hospital_lat,hospital_lng,speciality,general_beds,icu_beds,ventilators,ambulance_type_needed,symptom,severity,traffic_level,waiting_time_min
1573,Bombay Hospital,19.293020833033925,72.91385225098962,Orthopedics,117,43,16,Cardiac,unconscious,severe,High,56
1574,Holy Spirit Hospital,19.192143173372752,72.98153933476094,Neurology,2,40,3,Cardiac,unconscious,severe,Moderate,93
1575,Rajawadi Hospital,18.93448259458041,72.9634062140329,Pulmonology,135,50,19,BLS,vomiting,moderate,Moderate,84
1576,KEM Hospital,18.957067764497452,72.95146629366758,Gynecology,41,29,10,ICU,high blood pressure,moderate,High,11
1577,Terna Hospital,19.148567372728294,72.92601696183092,Burns,139,14,13,BLS,unconscious,severe,Moderate,90
1578,Lilavati Hospital,19.242711888321747,72.82812658737481,Pulmonology,4,7,9,Cardiac,fracture,moderate,High,115
1579,Holy Spirit Hospital,19.14231694552888,72.95500218621535,Burns,42,15,16,BLS,fracture,moderate,Moderate,73
1580,SL Raheja Hospital,19.189395405313768,72.9650800030857,Cardiology,121,16,0,ALS,fracture,moderate,High,47
1581,KEM Hospital,18.934665407728964,72.88807317654329,Burns,60,35,17,BLS,breathing difficulty,severe,High,36
1582,Tata Memorial Hospital,19.204434636158027,72.77141048779086,Trauma,70,29,18,ALS,dizziness,mild,High,93
1583,Shushrusha Hospital,18.92187359174415,72.9685042790514,Pulmonology,124,21,8,ICU,headache,mild,Moderate,14
1584,Tata Memorial Hospital,19.02769361809052,72.75071602484665,Neurology,88,12,13,ALS,breathing difficulty,severe,High,116
1585,Holy Spirit Hospital,18.96353572937884,72.95352944121242,Gynecology,86,24,14,BLS,bleeding,severe,Low,73
1586,Bombay Hospital,19.052644564519095,72.97149681870842,Cardiology,67,2,12,ICU,dizziness,mild,High,41
1587,KEM Hospital,18.90949808983867,72.82641943649315,Orthopedics,46,27,17,ALS,bleeding,severe,High,31
1588,SevenHills Hospital,19.020605064303684,72.90163834525501,Gynecology,78,18,13,ALS,fracture,moderate,Moderate,56
1589,Cooper Hospital,19.18601001576988,72.76338260195209,Pulmonology,119,36,5,BLS,headache,mild,Low,81
1590,Shushrusha Hospital,18.89619679299731,72.79290572234993,Neurology,117,29,7,Cardiac,chest pain,severe,High,14
1591,SRV Hospital Goregaon,19.162067347848414,72.81397830705994,Pulmonology,24,12,4,Cardiac,dizziness,mild,Low,21
1592,Shushrusha Hospital,18.986595166767763,72.79775932553389,Burns,49,32,13,BLS,high blood pressure,moderate,Low,92
1593,Dr. LH Hiranandani Hospital,19.289205712279635,72.86778714370311,Pediatrics,10,17,19,ICU,bleeding,severe,Low,93
1594,Global Hospital Parel,19.2589332739693,72.76861987398361,Trauma,31,8,6,ALS,dizziness,mild,Low,21
1595,Sushrut Hospital,19.015896250354857,72.8439793518797,Trauma,111,41,10,Cardiac,breathing difficulty,severe,Low,115
1596,SRV Hospital Goregaon,19.048545983944926,72.79953607837787,Burns,71,43,6,Cardiac,burn injury,moderate,Moderate,15
1597,CritiCare Hospital,19.11476558956708,72.78192117330977,Cardiology,39,3,19,Cardiac,fever,mild,Moderate,85
1598,Bhaktivedanta Hospital,19.25921767918255,72.94287750745957,Trauma,64,12,4,ICU,fever,mild,Low,85
1599,SL Raheja Hospital,19.28818788831012,72.97905106574444,Gynecology,10,3,12,Cardiac,unconscious,severe,High,104
1600,Hiranandani Hospital Powai,19.292673512435094,72.90774336887098,Gynecology,138,20,13,BLS,dizziness,mild,High,57
1601,Fortis Hospital Mulund,19.012928603484248,72.86382435601088,Orthopedics,120,36,10,Cardiac,fever,mild,Low,66
1602,Tata Memorial Hospital,19.287121492705552,72.8324914032601,Trauma,147,39,8,ICU,burn injury,moderate,High,54
1603,Terna Hospital,19.122870719638414,72.78318992987427,Gynecology,114,29,0,Cardiac,bleeding,severe,Moderate,117
1604,SevenHills Hospital,19.119803610412593,72.81626721324075,Burns,83,27,10,Cardiac,chest pain,severe,Low,27
1605,Saifee Hospital,19.03276843844599,72.98393060672797,Pediatrics,147,36,12,Cardiac,unconscious,severe,High,49
1606,Dr. LH Hiranandani Hospital,19.09533186040273,72.97129652610124,Gynecology,41,0,11,ALS,breathing difficulty,severe,High,109
1607,Hinduja Hospital Mahim,19.139425070630644,72.84477801914029,Pulmonology,100,20,11,Cardiac,high blood pressure,moderate,Moderate,108
1608,Shushrusha Hospital,19.100082588977287,72.88425995097066,Cardiology,91,21,3,ICU,bleeding,severe,High,109
1609,SRV Hospital Goregaon,19.12695001182557,72.75239393679274,Gynecology,105,39,4,ICU,headache,mild,High,91
1610,Bombay Hospital,19.10594519708072,72.77060513619122,Burns,33,33,10,Cardiac,fracture,moderate,Low,78
1611,Sushrut Hospital,19.033911102502397,72.80942072231029,Pediatrics,34,16,2,Cardiac,burn injury,moderate,Low,109
1612,Tata Memorial Hospital,19.14469327329968,72.9262755016398,Pulmonology,108,18,5,ICU,bleeding,severe,High,85
1613,Wockhardt Hospital Mumbai Central,18.93350423859413,72.94095671239987,Trauma,86,40,10,ICU,dizziness,mild,Low,54
1614,Tata Memorial Hospital,19.042988218665183,72.7545605715246,Cardiology,137,41,10,Cardiac,fever,mild,Moderate,25
1615,Lilavati Hospital,18.903561403426355,72.98840440810227,Trauma,80,24,14,ICU,fracture,moderate,Low,94
1616,SRV Hospital Goregaon,19.24545054046376,72.95990831670888,Neurology,54,38,13,ICU,fracture,moderate,High,70
1617,CritiCare Hospital,19.29096242734095,72.98487185684392,Trauma,111,10,18,Cardiac,dizziness,mild,High,97
1618,Cooper Hospital,19.00921353701329,72.9279517564457,Orthopedics,7,30,4,BLS,breathing difficulty,severe,Low,113
1619,Shushrusha Hospital,19.08637675868276,72.96523310332658,Trauma,74,13,0,Cardiac,chest pain,severe,Moderate,62
1620,SL Raheja Hospital,19.044013230471517,72.7773065880021,Cardiology,150,1,0,Cardiac,high blood pressure,moderate,Low,45
1621,Hiranandani Hospital Powai,19.014693980870472,72.89030247875928,Pediatrics,17,42,19,ICU,dizziness,mild,High,73
1622,SevenHills Hospital,19.078317862670918,72.79654917919585,Trauma,58,15,14,BLS,vomiting,moderate,High,110
1623,Hiranandani Hospital Powai,19.074586056867677,72.98242423348576,Trauma,48,49,6,BLS,fracture,moderate,High,72
1624,CritiCare Hospital,19.210531693888104,72.98153369807267,Trauma,40,15,9,ALS,vomiting,moderate,High,116
1625,SL Raheja Hospital,19.24007340484269,72.85257617243632,General Medicine,5,18,14,Cardiac,breathing difficulty,severe,Moderate,29
1626,Lilavati Hospital,19.05374910156404,72.83991658262956,Gynecology,114,4,10,BLS,dizziness,mild,High,43
1627,Nanavati Max Hospital,18.987059094967424,72.91836209003947,Cardiology,61,0,8,BLS,burn injury,moderate,Low,88
1628,Breach Candy Hospital,18.948511236332084,72.82906006237805,Pulmonology,35,29,4,ICU,chest pain,severe,Moderate,59
1629,Dr. LH Hiranandani Hospital,18.88299041499325,72.81326126660026,Pediatrics,120,13,2,BLS,headache,mild,Moderate,23
1630,Nanavati Max Hospital,18.99211590620338,72.90602655773252,Gynecology,54,33,10,Cardiac,high blood pressure,moderate,Low,97
1631,Holy Spirit Hospital,19.04446558248402,72.8485746067495,Cardiology,3,32,19,ALS,breathing difficulty,severe,Low,92
1632,Wockhardt Hospital Mumbai Central,18.902319493560555,72.98800096278163,Gynecology,57,9,18,ALS,burn injury,moderate,Low,84
1633,Shivaji Park Hospital,19.20627994672075,72.95871266118928,Neurology,94,30,11,ALS,headache,mild,Moderate,47
1634,Shushrusha Hospital,18.961190701008725,72.7622627107799,Orthopedics,74,29,10,ALS,fever,mild,Moderate,11
1635,KEM Hospital,19.01216157160283,72.91634961236558,Gynecology,58,49,3,Cardiac,high blood pressure,moderate,High,96
1636,Global Hospital Parel,19.213623997641967,72.89005622290802,Cardiology,58,33,7,Cardiac,headache,mild,Moderate,70
1637,Bhaktivedanta Hospital,19.060209243041385,72.76721964838379,Trauma,77,2,15,ALS,burn injury,moderate,High,73
1638,SRV Hospital Goregaon,19.218784839383133,72.913418654555,Gynecology,54,30,18,ICU,unconscious,severe,Low,28
1639,Jaslok Hospital,18.894584036901275,72.95555061967724,Neurology,129,23,18,BLS,fracture,moderate,High,108
1640,Bombay Hospital,18.986072565387992,72.77755397637365,Pulmonology,22,22,17,BLS,high blood pressure,moderate,Moderate,71
1641,Reliance Hospital,19.29182819811373,72.98516755232191,Orthopedics,50,43,7,BLS,fever,mild,High,106
1642,Global Hospital Parel,19.083041308261162,72.83548553054644,Neurology,2,2,15,BLS,dizziness,mild,Moderate,53
1643,Tata Memorial Hospital,19.190689448063406,72.97614875169164,Burns,60,46,4,ICU,chest pain,severe,High,105
1644,KEM Hospital,18.881350878512396,72.86777091592427,Pulmonology,143,28,5,ALS,high blood pressure,moderate,Low,13
1645,Sion Hospital,18.944979482907616,72.83130289507567,Trauma,18,2,6,Cardiac,bleeding,severe,Low,37
1646,Hiranandani Hospital Powai,18.893427610443638,72.81531042850597,General Medicine,2,12,20,ALS,fracture,moderate,Low,108
1647,Shivaji Park Hospital,19.13029382514235,72.94362660648362,Burns,143,39,9,ICU,unconscious,severe,Low,71
1648,Bombay Hospital,19.024306120295396,72.97975858372892,Burns,126,19,2,ALS,fracture,moderate,High,117
1649,KEM Hospital,19.11439537113839,72.81510484884593,General Medicine,123,4,16,BLS,dizziness,mild,Moderate,114
1650,Sushrut Hospital,19.16800644612263,72.86875022023085,General Medicine,33,28,10,BLS,high blood pressure,moderate,Low,40
1651,Wockhardt Hospital Mumbai Central,18.900440534386384,72.85472857215346,Burns,68,25,3,ALS,dizziness,mild,Low,23
1652,Bhaktivedanta Hospital,18.964230630282294,72.79439439320078,Neurology,19,41,6,BLS,fracture,moderate,Low,61
1653,Breach Candy Hospital,18.949343711749663,72.86298329519126,Burns,94,3,8,Cardiac,fracture,moderate,Low,91
1654,Kokilaben Dhirubhai Ambani Hospital,18.94323042298493,72.82867714262184,Gynecology,4,29,6,Cardiac,fever,mild,Low,94
1655,Hiranandani Hospital Powai,19.099965369591715,72.85581651630805,Pediatrics,111,30,12,ALS,unconscious,severe,High,76
1656,Reliance Hospital,19.097985049662558,72.86120626367291,Pediatrics,39,10,16,Cardiac,dizziness,mild,Moderate,73
1657,Jaslok Hospital,18.969011011072496,72.8669555334618,Trauma,92,22,20,ALS,burn injury,moderate,High,115
1658,Sushrut Hospital,18.892714781732998,72.89879455724524,Cardiology,41,4,14,BLS,dizziness,mild,High,18
1659,Breach Candy Hospital,19.0172454805175,72.79654585808791,Burns,42,48,10,BLS,vomiting,moderate,Low,31
1660,Bombay Hospital,19.165001789740728,72.98249923136434,Pediatrics,131,35,12,Cardiac,vomiting,moderate,Moderate,39
1661,Saifee Hospital,19.080743097149377,72.94084883983136,Cardiology,101,49,12,ICU,headache,mild,High,91
1662,Dr. LH Hiranandani Hospital,19.20796648619304,72.75467848028725,Burns,84,12,7,ALS,fracture,moderate,High,112
1663,Breach Candy Hospital,19.281761939116524,72.81550455883696,Neurology,6,3,3,ICU,burn injury,moderate,High,10
1664,KEM Hospital,18.966939625936792,72.90838265709888,Pediatrics,119,23,7,Cardiac,burn injury,moderate,Moderate,113
1665,Lilavati Hospital,18.93314029416946,72.82899829173655,Orthopedics,13,5,8,ICU,headache,mild,Moderate,89
1666,SRV Hospital Goregaon,19.25093946791902,72.79537467504093,Orthopedics,27,31,14,Cardiac,burn injury,moderate,High,96
1667,Holy Spirit Hospital,19.08039047058626,72.79580219429111,Pulmonology,5,13,3,BLS,dizziness,mild,High,44
1668,Nair Hospital,19.25002327631819,72.84162398241115,Pediatrics,32,30,7,ALS,chest pain,severe,High,88
1669,Terna Hospital,19.068808698135488,72.82630695928835,Pulmonology,56,25,19,Cardiac,unconscious,severe,Moderate,71
1670,KEM Hospital,19.2774785251654,72.86832122667701,Neurology,86,16,19,ALS,bleeding,severe,Low,112
1671,Shivaji Park Hospital,19.248674147571585,72.86985066754416,Gynecology,104,15,5,BLS,high blood pressure,moderate,High,38
1672,Kokilaben Dhirubhai Ambani Hospital,19.05562420433793,72.90580131683458,Pulmonology,87,25,16,BLS,headache,mild,High,65
1673,Hinduja Hospital Mahim,19.256773024913,72.96797164170765,Cardiology,57,25,1,Cardiac,burn injury,moderate,High,44
1674,Bhaktivedanta Hospital,19.171634220992022,72.85469178055315,Trauma,83,11,1,ALS,chest pain,severe,High,79
1675,Wockhardt Hospital Mumbai Central,19.13967780891953,72.83103707968262,Orthopedics,127,37,20,Cardiac,headache,mild,High,33
1676,SL Raheja Hospital,19.205120325791718,72.87841368187352,Trauma,112,42,16,Cardiac,vomiting,moderate,Low,88
1677,Nair Hospital,19.179706039010018,72.94454304695329,Pulmonology,141,45,7,Cardiac,burn injury,moderate,High,71
1678,Hiranandani Hospital Powai,19.068672574271137,72.8006807785071,Cardiology,145,10,4,BLS,burn injury,moderate,Moderate,81
1679,Tata Memorial Hospital,19.05318926363808,72.77657759874519,Gynecology,90,49,1,ALS,vomiting,moderate,Moderate,55
1680,Holy Spirit Hospital,19.264930425287247,72.78167336053865,Burns,66,27,15,ICU,bleeding,severe,Low,67
1681,Sushrut Hospital,19.185485125198337,72.86476595527792,Neurology,58,9,0,ALS,high blood pressure,moderate,Moderate,59
1682,Bhaktivedanta Hospital,19.000101852083567,72.9770622682353,General Medicine,63,43,9,BLS,headache,mild,Moderate,74
1683,Bhaktivedanta Hospital,19.188944905145412,72.76428696892397,Orthopedics,41,25,18,ALS,unconscious,severe,Low,71
1684,Tata Memorial Hospital,18.94068653060412,72.89239336046478,Orthopedics,137,5,9,ICU,burn injury,moderate,High,108
1685,Saifee Hospital,18.978926771055644,72.96097031761906,Neurology,68,35,7,ALS,unconscious,severe,Moderate,53
1686,Kokilaben Dhirubhai Ambani Hospital,18.966051895407205,72.95147952886813,Cardiology,138,43,14,BLS,burn injury,moderate,High,88
1687,SevenHills Hospital,19.226489742386658,72.98721931489517,General Medicine,144,0,5,Cardiac,high blood pressure,moderate,High,95
1688,SL Raheja Hospital,19.032024194328244,72.87738396953196,Trauma,136,20,1,BLS,fracture,moderate,Moderate,84
1689,Rajawadi Hospital,19.0404904413324,72.98905863652668,Orthopedics,135,34,11,ICU,unconscious,severe,Low,45
1690,SL Raheja Hospital,19.02991478416423,72.90843338280125,Pediatrics,82,36,19,Cardiac,fracture,moderate,Low,107
1691,Cooper Hospital,19.09634250960972,72.86202953108393,General Medicine,135,30,2,Cardiac,vomiting,moderate,Moderate,111
1692,Breach Candy Hospital,18.95724669137283,72.81121828973585,General Medicine,108,21,2,ICU,breathing difficulty,severe,Low,37
1693,Hiranandani Hospital Powai,19.254133891371374,72.81169582951011,Trauma,36,11,19,Cardiac,unconscious,severe,Moderate,95
1694,CritiCare Hospital,19.26931377207166,72.95948859303994,General Medicine,41,46,15,ICU,bleeding,severe,Low,96
1695,Shivaji Park Hospital,19.28362791137889,72.76622229295572,Burns,66,26,1,Cardiac,breathing difficulty,severe,Low,59
1696,Tata Memorial Hospital,18.941872897148976,72.80267972900509,Pulmonology,14,36,7,BLS,fracture,moderate,High,45
1697,Terna Hospital,18.925276675159523,72.97283003459083,General Medicine,107,34,11,ALS,dizziness,mild,High,23
1698,Shivaji Park Hospital,19.235926778937344,72.91666631281363,General Medicine,8,30,20,BLS,chest pain,severe,High,96
1699,Tata Memorial Hospital,19.124160401478814,72.75093282872858,Neurology,119,18,5,ALS,fever,mild,High,30
1700,KEM Hospital,18.96969513826244,72.86467550747656,Neurology,102,3,9,BLS,high blood pressure,moderate,Low,17
1701,Lilavati Hospital,18.956282382457264,72.92862686817878,Burns,127,42,13,Cardiac,high blood pressure,moderate,Moderate,44
1702,Breach Candy Hospital,19.139333823615658,72.97900931201752,Burns,39,12,10,BLS,dizziness,mild,Low,107
1703,Tata Memorial Hospital,19.019577535949935,72.75322621450032,Pediatrics,86,14,4,ICU,fever,mild,High,75
1704,Hiranandani Hospital Powai,19.01579161686444,72.93085193354379,Gynecology,74,26,6,ALS,breathing difficulty,severe,Moderate,62
1705,Terna Hospital,18.885641540615246,72.79029511474467,General Medicine,52,45,10,BLS,burn injury,moderate,Moderate,85
1706,SRV Hospital Goregaon,19.108368942858892,72.84851304362518,Pediatrics,24,23,20,BLS,fever,mild,High,115
1707,KEM Hospital,18.96765891190834,72.77757652043204,Neurology,13,30,4,Cardiac,dizziness,mild,High,61
1708,Rajawadi Hospital,18.91749621204318,72.97330313683946,Trauma,126,33,0,ICU,breathing difficulty,severe,Moderate,89
1709,Bhaktivedanta Hospital,19.272522432894668,72.90023498736032,Trauma,147,9,16,ALS,burn injury,moderate,High,71
1710,KEM Hospital,19.02303965828269,72.97143785324504,Pediatrics,104,6,1,Cardiac,headache,mild,Moderate,120
1711,CritiCare Hospital,19.03717485779411,72.89741033553608,Pulmonology,110,36,7,BLS,bleeding,severe,Low,33
1712,Kokilaben Dhirubhai Ambani Hospital,18.995375768587998,72.86716976177031,Pulmonology,24,38,17,BLS,vomiting,moderate,Moderate,73
1713,Breach Candy Hospital,18.964705128690767,72.78569138072442,Cardiology,11,33,4,Cardiac,unconscious,severe,Moderate,85
1714,Global Hospital Parel,19.092462711154095,72.97322432815751,Orthopedics,64,45,18,Cardiac,burn injury,moderate,Moderate,31
1715,Bombay Hospital,18.909429332814003,72.97054634854302,General Medicine,48,0,15,ALS,breathing difficulty,severe,High,17
1716,Dr. LH Hiranandani Hospital,19.10534621693401,72.92408047538015,Cardiology,28,35,19,ALS,unconscious,severe,High,80
1717,Bhaktivedanta Hospital,19.017216535788087,72.82223757966739,Neurology,24,3,7,ALS,fever,mild,Low,20
1718,Terna Hospital,18.985717640691927,72.77784122862462,Trauma,142,8,12,BLS,bleeding,severe,High,103
1719,SL Raheja Hospital,19.009069094752302,72.96281813600285,Pediatrics,27,32,6,ICU,burn injury,moderate,High,53
1720,Hinduja Hospital Mahim,19.0974468473065,72.80219905094376,Gynecology,87,19,1,ALS,chest pain,severe,Moderate,21
1721,Shivaji Park Hospital,19.078363673121785,72.93421249043556,General Medicine,42,43,15,Cardiac,vomiting,moderate,Moderate,99
1722,Nair Hospital,19.229976029893656,72.9180206666309,Pediatrics,137,18,0,Cardiac,chest pain,severe,Moderate,39
1723,Global Hospital Parel,19.251443861151625,72.7901665976357,Gynecology,114,49,1,Cardiac,vomiting,moderate,Low,49
1724,Reliance Hospital,19.22534177231688,72.80145481168442,Cardiology,66,45,16,Cardiac,fever,mild,High,88
1725,Hinduja Hospital Mahim,19.289675974421144,72.79588822186099,Orthopedics,83,15,0,ALS,headache,mild,High,108
1726,Cooper Hospital,18.89582578441977,72.96357193241896,Trauma,149,42,19,ALS,breathing difficulty,severe,High,45
1727,Breach Candy Hospital,19.19564300263629,72.90537815283507,Pulmonology,146,2,12,ALS,dizziness,mild,Moderate,70
1728,SL Raheja Hospital,18.880374879399273,72.75577442297559,General Medicine,21,17,16,ALS,burn injury,moderate,High,53
1729,CritiCare Hospital,19.258810844626954,72.82280872766412,Cardiology,25,31,3,BLS,high blood pressure,moderate,Moderate,56
1730,Cooper Hospital,19.225084439936488,72.96718966247258,Orthopedics,69,19,12,BLS,burn injury,moderate,Low,15
1731,Hinduja Hospital Mahim,19.219006973460505,72.98619014459373,Pulmonology,79,12,14,ALS,burn injury,moderate,High,34
1732,Shushrusha Hospital,19.283533758059917,72.97138392297276,Neurology,90,26,3,Cardiac,unconscious,severe,High,113
1733,Breach Candy Hospital,19.085000601125095,72.84609953090228,Pediatrics,4,15,9,ALS,unconscious,severe,High,64
1734,Hinduja Hospital Mahim,19.06124530492093,72.8963603690172,Pulmonology,30,48,9,ALS,headache,mild,High,7
1735,KEM Hospital,19.169994325765757,72.76181943899945,Burns,14,33,19,ICU,chest pain,severe,Moderate,57
1736,SL Raheja Hospital,19.18731938309601,72.78496568515381,Pediatrics,71,8,3,Cardiac,fever,mild,Low,72
1737,Wockhardt Hospital Mumbai Central,19.059017150117864,72.79131036411734,General Medicine,23,45,12,Cardiac,high blood pressure,moderate,Low,92
1738,Fortis Hospital Mulund,18.902877266215913,72.94393511166969,Orthopedics,61,4,4,ICU,chest pain,severe,High,14
1739,CritiCare Hospital,19.130397486328686,72.95073224171371,Burns,116,11,10,Cardiac,fever,mild,High,91
1740,Cooper Hospital,18.95159747962098,72.8334472595261,Cardiology,59,35,7,ICU,unconscious,severe,High,10
1741,Shivaji Park Hospital,18.998495384104462,72.91746155473146,General Medicine,54,33,7,ICU,high blood pressure,moderate,Low,117
1742,Bombay Hospital,18.98570789289504,72.79272377458364,Orthopedics,33,34,16,ALS,burn injury,moderate,Moderate,19
1743,Bhaktivedanta Hospital,18.89379562052263,72.93376823960661,Trauma,62,18,1,ALS,dizziness,mild,Low,10
1744,CritiCare Hospital,18.981369988606186,72.78330409966189,General Medicine,133,40,2,BLS,burn injury,moderate,Low,108
1745,KEM Hospital,18.92274226291966,72.78379880635013,General Medicine,130,13,5,BLS,bleeding,severe,Low,62
1746,Hiranandani Hospital Powai,19.284673869798315,72.7647608919889,Gynecology,135,25,9,BLS,bleeding,severe,Moderate,13
1747,Hiranandani Hospital Powai,19.004310851342797,72.92873960529789,Orthopedics,48,24,8,ICU,chest pain,severe,Moderate,110
1748,Hiranandani Hospital Powai,19.241453674698338,72.89228559201,Gynecology,46,43,7,Cardiac,dizziness,mild,Moderate,64
1749,Shivaji Park Hospital,19.14399254616468,72.87174705719978,Trauma,43,3,2,BLS,bleeding,severe,High,97
1750,Sion Hospital,19.054137551856744,72.87454014297488,Neurology,92,36,20,ICU,burn injury,moderate,Low,48
1751,SL Raheja Hospital,19.17635915110068,72.90261434923774,Orthopedics,133,36,0,Cardiac,bleeding,severe,High,117
1752,Wockhardt Hospital Mumbai Central,19.099555594737744,72.84579530488425,Pulmonology,95,18,11,BLS,fracture,moderate,Low,62
1753,Saifee Hospital,19.081307221392635,72.91527339463225,Orthopedics,118,17,4,ICU,burn injury,moderate,High,28
1754,Holy Spirit Hospital,19.29371752238026,72.9547712095018,Orthopedics,143,44,8,BLS,headache,mild,High,51
1755,Sushrut Hospital,19.135555233140906,72.95885449105607,Burns,64,12,13,BLS,dizziness,mild,Low,93
1756,Nanavati Max Hospital,19.12797879931187,72.90795698651166,Gynecology,52,12,14,BLS,breathing difficulty,severe,High,68
1757,Sushrut Hospital,19.077584648224317,72.75191090431844,Pediatrics,81,17,2,ALS,burn injury,moderate,High,8
1758,Terna Hospital,19.007852173882224,72.87232601327601,General Medicine,0,30,9,ICU,unconscious,severe,Low,37
1759,Terna Hospital,19.194248419075965,72.82163729379418,Trauma,14,14,6,ALS,fracture,moderate,Low,85
1760,Global Hospital Parel,19.274452320929527,72.76575263048363,General Medicine,125,35,20,Cardiac,unconscious,severe,Low,86
1761,Shivaji Park Hospital,19.046093642058086,72.88351145764518,Pulmonology,11,47,14,ALS,headache,mild,Moderate,108
1762,Sion Hospital,19.148927209774158,72.84365503843809,Orthopedics,86,45,18,BLS,headache,mild,Low,101
1763,Tata Memorial Hospital,19.0341637701445,72.77607076528382,Orthopedics,53,14,4,ALS,high blood pressure,moderate,Moderate,61
1764,Rajawadi Hospital,19.034074461126565,72.8232150234042,Pulmonology,96,13,0,ALS,fever,mild,Low,17
1765,Hinduja Hospital Mahim,19.222605932125212,72.7669840399022,Pulmonology,82,22,5,ICU,fracture,moderate,High,34
1766,Kokilaben Dhirubhai Ambani Hospital,19.27728240001885,72.96761695873661,Gynecology,149,11,17,Cardiac,dizziness,mild,Moderate,29
1767,Dr. LH Hiranandani Hospital,18.931142747904484,72.75384851181107,Trauma,55,21,7,BLS,headache,mild,High,101
1768,Wockhardt Hospital Mumbai Central,18.960176155222584,72.84282161728876,Pulmonology,114,45,13,ICU,unconscious,severe,High,99
1769,Wockhardt Hospital Mumbai Central,19.292425860750885,72.79359674989593,Orthopedics,9,5,12,Cardiac,fever,mild,Low,71
1770,Tata Memorial Hospital,18.893935231251465,72.91238062068331,Neurology,60,24,12,ALS,chest pain,severe,Low,83
1771,KEM Hospital,18.95119141350431,72.8009235335077,Orthopedics,129,25,14,ICU,breathing difficulty,severe,Low,31
1772,SRV Hospital Goregaon,19.192177779471535,72.78186198210818,Pediatrics,143,23,13,ICU,chest pain,severe,High,47
1773,Reliance Hospital,18.89378315745498,72.8920660310475,Orthopedics,126,16,15,BLS,bleeding,severe,Moderate,67
1774,Tata Memorial Hospital,19.10618538492564,72.88878294308266,Pulmonology,47,11,0,ALS,vomiting,moderate,Moderate,43
1775,Tata Memorial Hospital,18.90722903409494,72.7579902490748,General Medicine,54,34,8,ICU,chest pain,severe,Moderate,58
1776,Sushrut Hospital,19.05022342241185,72.78610154763736,Neurology,142,49,20,BLS,headache,mild,High,116
1777,Sion Hospital,19.27195890439482,72.84400790567275,Neurology,79,27,18,ICU,unconscious,severe,High,40
1778,Shivaji Park Hospital,18.88059188032822,72.83623328117133,Orthopedics,147,22,4,BLS,dizziness,mild,High,69
1779,Sushrut Hospital,18.900671372815687,72.9583910280712,Burns,36,44,6,ALS,fever,mild,High,81
1780,Saifee Hospital,19.16556766989742,72.80859229755299,Orthopedics,59,2,5,Cardiac,unconscious,severe,Low,72
1781,CritiCare Hospital,19.182048039900813,72.9547349225158,Gynecology,81,2,1,Cardiac,vomiting,moderate,Moderate,66
1782,Kokilaben Dhirubhai Ambani Hospital,19.13881063590347,72.76191603001303,Gynecology,116,26,8,BLS,dizziness,mild,High,86
1783,Reliance Hospital,18.893418666865827,72.92097406918663,Neurology,27,21,7,ALS,chest pain,severe,Low,79
1784,Sushrut Hospital,18.911444261793047,72.96885498789338,Burns,19,44,16,BLS,dizziness,mild,Moderate,96
1785,Holy Spirit Hospital,19.228287737175005,72.94215813224677,Neurology,147,28,12,BLS,burn injury,moderate,High,67
1786,Wockhardt Hospital Mumbai Central,18.889157347772564,72.92539094151498,Trauma,3,38,12,Cardiac,fever,mild,Moderate,74
1787,Global Hospital Parel,19.002704717133103,72.81631814810444,Orthopedics,139,4,2,Cardiac,vomiting,moderate,High,12
1788,Kokilaben Dhirubhai Ambani Hospital,18.88586465963643,72.97385740626594,Cardiology,87,29,2,Cardiac,high blood pressure,moderate,Moderate,18
1789,Reliance Hospital,19.09677003317138,72.93560880255656,Orthopedics,108,22,2,ALS,breathing difficulty,severe,Moderate,91
1790,Hiranandani Hospital Powai,19.121390061140566,72.77403222953689,Pulmonology,40,9,9,Cardiac,breathing difficulty,severe,Low,92
1791,SevenHills Hospital,19.26004014376691,72.90375707678464,General Medicine,121,33,16,ALS,high blood pressure,moderate,Moderate,59
1792,CritiCare Hospital,18.904389402513893,72.75985435421096,Cardiology,7,23,18,ALS,breathing difficulty,severe,High,118
1793,SevenHills Hospital,18.963543216939698,72.90902649313232,Burns,77,11,19,Cardiac,vomiting,moderate,Low,24
1794,Bombay Hospital,18.923125130987845,72.90848095147545,Orthopedics,4,19,16,ICU,breathing difficulty,severe,Moderate,20
1795,Nair Hospital,19.290666865078673,72.87166617433493,General Medicine,96,2,1,BLS,dizziness,mild,Moderate,40
1796,Rajawadi Hospital,19.08334326733375,72.83136897727131,Trauma,126,47,16,Cardiac,vomiting,moderate,Moderate,6
1797,Fortis Hospital Mulund,19.228727654262173,72.77725039869763,Pulmonology,82,47,15,ALS,bleeding,severe,High,117
1798,Wockhardt Hospital Mumbai Central,19.03224759921906,72.9229508980213,Trauma,72,12,17,ICU,headache,mild,Moderate,69
1799,Global Hospital Parel,18.956066442348877,72.85305931097487,Cardiology,145,13,10,BLS,chest pain,severe,Moderate,99
1800,Breach Candy Hospital,18.99706451267054,72.84426014731328,Trauma,48,13,20,ICU,high blood pressure,moderate,Moderate,105
1801,SL Raheja Hospital,19.01751078575692,72.87464626500147,Pediatrics,91,18,9,ALS,chest pain,severe,High,98
